Date,VT(e),Ti,Te,RR,I:E,PEEP,PIP,O2,RSD_VT,RSD_RR,RSD_IE,RSD_PEEP,RSD_PIP,RSD_O2
2024-11-24 22:06:15,598.0,1.03,4.04,11.8,1:3.93,5.44,13.83,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:06:27,578.0,1.02,4.04,11.8,1:3.94,5.46,13.3,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:06:39,618.0,1.01,4.1,11.7,1:4.04,5.55,14.23,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:06:51,560.0,1.02,4.04,11.9,1:3.95,5.48,13.16,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:07:04,633.0,1.01,4.04,11.9,1:3.98,5.41,14.38,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:07:16,625.0,1.02,4.04,11.9,1:3.96,5.58,14.34,20.7,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:07:29,586.0,1.02,4.06,11.8,1:3.96,5.43,13.52,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:07:42,647.0,1.02,4.05,11.8,1:3.95,5.37,14.67,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:07:55,596.0,1.02,4.04,11.9,1:3.94,5.43,13.8,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:08:08,551.0,1.02,4.09,11.7,1:4.00,5.42,13.11,20.7,7.6,0.55,0.94,2.6,5.55,0.61
2024-11-24 22:08:20,607.0,1.02,4.04,11.9,1:3.96,5.37,13.84,20.6,7.6,0.55,0.94,2.6,5.55,0.61
2024-11-24 22:08:32,597.0,1.02,4.04,11.9,1:3.96,5.45,13.75,20.7,7.6,0.55,0.94,2.6,5.55,0.61
2024-11-24 22:08:44,576.0,1.02,4.05,11.8,1:3.97,5.47,13.41,20.6,7.6,0.55,0.94,2.6,5.55,0.61
2024-11-24 22:08:55,554.0,1.02,4.04,11.9,1:3.97,5.39,13.1,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:09:08,622.0,1.02,4.04,11.8,1:3.95,5.47,14.26,20.7,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:09:20,551.0,1.02,4.04,11.9,1:3.95,5.41,12.89,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:09:32,599.0,1.02,4.04,11.9,1:3.98,5.5,13.78,20.7,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:09:43,624.0,1.02,4.06,11.8,1:3.99,5.44,14.35,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:09:55,568.0,1.02,4.04,11.9,1:3.96,5.42,13.28,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:10:07,622.0,1.02,4.04,11.9,1:3.94,5.52,14.29,20.7,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:10:19,623.0,1.02,4.04,11.9,1:3.95,5.55,14.25,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:10:31,602.0,1.01,4.04,11.9,1:3.99,5.43,13.82,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:10:43,667.0,1.02,4.05,11.8,1:3.98,5.42,15.06,20.7,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:10:55,591.0,1.03,4.06,11.8,1:3.93,5.43,13.64,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:11:08,591.0,1.02,4.04,11.9,1:3.97,5.45,13.65,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:11:20,582.0,1.02,4.04,11.9,1:3.96,5.39,13.41,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:11:32,561.0,1.02,4.04,11.9,1:3.96,5.32,13.2,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:11:44,578.0,1.02,4.04,11.9,1:3.95,5.38,13.54,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:11:56,641.0,1.01,4.04,11.9,1:3.99,5.43,14.59,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:12:08,602.0,1.03,4.04,11.8,1:3.91,5.45,13.83,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:12:20,684.0,1.03,4.06,11.8,1:3.95,5.44,15.38,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:12:31,598.0,1.03,4.04,11.8,1:3.91,5.45,13.86,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:12:43,539.0,1.07,4.04,11.7,1:3.77,5.41,12.64,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:12:55,550.0,1.01,4.04,11.9,1:3.99,5.5,13.02,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:13:07,656.0,1.02,4.04,11.9,1:3.97,5.49,14.82,20.6,7.59,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:13:19,450.0,1.02,4.04,11.9,1:3.95,5.27,11.51,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:13:32,649.0,1.02,4.04,11.9,1:3.97,5.6,14.72,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:13:43,585.0,1.01,4.04,11.9,1:3.98,5.48,13.54,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:13:55,580.0,1.02,4.04,11.9,1:3.97,5.34,13.51,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:14:08,697.0,1.01,4.04,11.9,1:3.99,5.39,15.45,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:14:20,556.0,1.03,4.04,11.8,1:3.93,5.4,12.98,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:14:32,584.0,1.02,4.04,11.9,1:3.96,5.39,13.44,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:14:43,536.0,1.02,4.04,11.9,1:3.96,5.34,12.82,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:14:55,589.0,1.02,4.04,11.9,1:3.95,5.56,13.64,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:15:07,641.0,1.04,4.04,11.8,1:3.90,5.41,14.48,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:15:19,677.0,1.02,4.04,11.9,1:3.96,5.51,15.14,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:15:31,606.0,1.02,4.04,11.9,1:3.94,5.43,13.97,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:15:43,579.0,1.03,4.04,11.8,1:3.92,5.38,13.46,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:15:54,588.0,1.04,4.05,11.8,1:3.89,5.54,13.56,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:16:07,658.0,1.02,4.04,11.8,1:3.94,5.36,14.83,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:16:19,525.0,1.02,4.09,11.7,1:4.00,5.32,12.55,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:16:32,630.0,1.01,4.04,11.9,1:3.98,5.48,14.41,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:16:44,664.0,1.01,4.04,11.9,1:3.98,5.46,14.94,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:16:56,628.0,1.02,4.04,11.8,1:3.94,5.59,14.37,20.6,7.6,0.54,0.94,2.6,5.55,0.61
2024-11-24 22:17:08,736.0,1.02,4.04,11.9,1:3.98,5.57,16.17,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:17:20,624.0,1.03,4.04,11.8,1:3.91,5.39,14.15,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:17:33,646.0,1.01,4.04,11.9,1:3.98,5.62,14.54,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:17:46,613.0,1.01,4.05,11.9,1:3.99,5.53,14.0,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:17:58,585.0,1.02,4.09,11.7,1:4.03,5.38,13.66,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:18:11,553.0,1.01,4.04,11.9,1:3.98,5.54,12.96,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:18:23,569.0,1.01,4.04,11.9,1:3.98,5.44,13.25,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:18:36,618.0,1.02,4.04,11.9,1:3.94,5.49,14.1,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:18:48,652.0,1.02,4.04,11.9,1:3.97,5.41,14.84,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:19:01,570.0,1.02,4.04,11.9,1:3.95,5.42,13.31,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:19:13,557.0,1.02,4.04,11.9,1:3.95,5.47,13.07,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:19:25,564.0,1.03,4.04,11.8,1:3.93,5.41,13.19,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:19:38,535.0,1.02,4.04,11.9,1:3.97,5.53,12.8,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:19:50,518.0,1.02,4.04,11.8,1:3.94,5.42,12.47,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:20:03,603.0,1.02,4.04,11.9,1:3.98,5.36,13.79,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:20:15,622.0,1.03,4.1,11.7,1:3.96,5.36,14.14,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:20:26,628.0,1.02,4.05,11.8,1:3.96,5.58,14.38,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:20:38,599.0,1.01,4.04,11.9,1:4.00,5.39,13.81,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:20:49,537.0,1.02,4.04,11.9,1:3.97,5.37,12.69,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:21:01,618.0,1.02,4.04,11.9,1:3.96,5.57,14.1,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:21:13,447.0,1.01,4.04,11.9,1:3.98,5.42,11.4,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:21:25,557.0,1.02,4.04,11.9,1:3.95,5.44,13.03,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:21:38,591.0,1.01,4.04,11.9,1:3.98,5.39,13.68,20.7,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:21:50,641.0,1.02,4.04,11.9,1:3.95,5.36,14.54,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:22:03,546.0,1.03,4.04,11.8,1:3.91,5.45,12.98,20.7,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:22:15,566.0,1.01,4.04,11.9,1:3.98,5.47,13.29,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:22:28,655.0,1.03,4.04,11.9,1:3.93,5.43,14.79,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:22:41,518.0,1.03,4.04,11.8,1:3.92,5.39,12.36,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:22:53,639.0,1.01,4.04,11.9,1:3.98,5.46,14.47,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:23:07,578.0,1.02,4.04,11.9,1:3.95,5.37,13.52,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:23:20,613.0,1.05,4.04,11.8,1:3.85,5.43,13.96,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:23:32,634.0,1.02,4.04,11.9,1:3.96,5.42,14.5,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:23:46,592.0,1.03,4.04,11.8,1:3.91,5.44,13.72,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:23:57,563.0,1.02,4.04,11.9,1:3.96,5.55,13.29,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:24:09,553.0,1.02,4.04,11.9,1:3.98,5.54,13.1,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:24:20,585.0,1.01,4.04,11.9,1:3.98,5.48,13.52,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:24:33,650.0,1.02,4.05,11.8,1:3.95,5.39,14.59,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:24:45,564.0,1.02,4.04,11.8,1:3.95,5.35,13.28,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:24:58,590.0,1.02,4.04,11.9,1:3.96,5.46,13.68,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:25:11,558.0,1.02,4.04,11.9,1:3.95,5.45,13.21,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:25:24,611.0,1.03,4.11,11.7,1:4.00,5.34,14.01,20.6,7.6,0.54,0.94,2.6,5.56,0.61
2024-11-24 22:25:36,638.0,1.02,4.04,11.9,1:3.94,5.53,14.44,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:25:48,554.0,1.02,4.04,11.9,1:3.97,5.52,13.04,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:26:00,487.0,1.02,4.04,11.9,1:3.95,5.4,12.02,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:26:12,503.0,1.02,4.05,11.8,1:3.96,5.31,12.13,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:26:23,578.0,1.01,4.04,11.9,1:3.98,5.57,13.39,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:26:35,657.0,1.02,4.04,11.9,1:3.95,5.55,14.96,20.7,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:26:47,571.0,1.03,4.04,11.8,1:3.94,5.41,13.27,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:26:59,604.0,1.02,4.04,11.9,1:3.95,5.43,13.89,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:27:12,547.0,1.02,4.06,11.8,1:3.96,5.41,13.05,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:27:24,636.0,1.01,4.05,11.9,1:3.99,5.44,14.57,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:27:36,613.0,1.03,4.04,11.8,1:3.92,5.37,14.08,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:27:49,584.0,1.01,4.04,11.9,1:4.00,5.42,13.57,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:28:02,596.0,1.03,4.04,11.8,1:3.93,5.4,13.77,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:28:15,508.0,1.03,4.04,11.8,1:3.94,5.39,12.39,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:28:27,551.0,1.0,4.04,11.9,1:4.02,5.42,13.08,20.7,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:28:39,584.0,1.02,4.04,11.9,1:3.95,5.42,13.64,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:28:52,587.0,1.02,4.04,11.9,1:3.97,5.55,13.68,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:29:05,607.0,1.03,4.04,11.8,1:3.92,5.57,13.84,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:29:16,643.0,1.02,4.04,11.9,1:3.97,5.51,14.64,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:29:28,721.0,1.03,4.04,11.8,1:3.92,5.49,16.06,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:29:39,577.0,1.03,4.04,11.8,1:3.92,5.37,13.33,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:29:51,549.0,1.02,4.04,11.9,1:3.97,5.37,12.92,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:30:02,561.0,1.02,4.04,11.9,1:3.96,5.51,13.2,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:30:13,583.0,1.02,4.04,11.9,1:3.94,5.43,13.48,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:30:25,572.0,1.02,4.04,11.9,1:3.94,5.42,13.28,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:30:37,604.0,1.02,4.04,11.9,1:3.96,5.53,13.88,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:30:50,490.0,1.03,4.05,11.8,1:3.92,5.38,12.12,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:31:02,652.0,1.02,4.04,11.9,1:3.96,5.41,14.72,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:31:15,619.0,1.02,4.04,11.9,1:3.95,5.47,14.14,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:31:27,565.0,1.03,4.04,11.8,1:3.93,5.38,13.28,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:31:40,678.0,1.02,4.06,11.8,1:3.99,5.51,15.22,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:31:53,610.0,1.03,4.04,11.8,1:3.93,5.5,14.01,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:32:05,547.0,1.02,4.04,11.9,1:3.96,5.35,12.99,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:32:18,583.0,1.02,4.04,11.9,1:3.96,5.39,13.55,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:32:30,613.0,1.02,4.04,11.9,1:3.97,5.43,14.02,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:32:43,667.0,1.02,4.04,11.9,1:3.95,5.55,15.11,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:32:56,586.0,1.01,4.04,11.9,1:3.99,5.45,13.67,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:33:09,561.0,1.04,4.04,11.8,1:3.89,5.61,13.23,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:33:22,608.0,1.02,4.04,11.8,1:3.94,5.49,14.03,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:33:35,617.0,1.01,4.04,11.9,1:3.98,5.52,14.28,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:33:48,596.0,1.02,4.04,11.9,1:3.96,5.48,13.82,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:34:01,550.0,1.03,4.04,11.8,1:3.94,5.38,12.88,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:34:12,626.0,1.02,4.04,11.9,1:3.97,5.52,14.25,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:34:23,658.0,1.03,4.04,11.8,1:3.93,5.4,14.78,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:34:35,556.0,1.02,4.04,11.9,1:3.95,5.39,13.12,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:34:46,629.0,1.02,4.04,11.9,1:3.96,5.54,14.47,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:34:57,609.0,1.02,4.04,11.8,1:3.94,5.57,13.96,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:35:08,528.0,1.02,4.05,11.8,1:3.96,5.51,12.71,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:35:20,606.0,1.01,4.04,11.9,1:3.99,5.48,13.96,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:35:38,558.0,1.02,4.04,11.9,1:3.95,5.54,13.11,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:35:50,568.0,1.01,4.04,11.9,1:3.98,5.46,13.35,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:36:03,586.0,0.99,4.05,11.9,1:4.08,5.52,13.71,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:36:15,590.0,1.02,4.04,11.9,1:3.94,5.48,13.71,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:36:27,560.0,1.02,4.04,11.9,1:3.95,5.46,13.2,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:36:39,590.0,1.02,4.04,11.9,1:3.95,5.41,13.71,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:36:51,612.0,1.02,4.04,11.9,1:3.97,5.37,14.04,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:37:03,628.0,1.02,4.04,11.9,1:3.97,5.48,14.34,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:37:15,481.0,1.03,4.04,11.8,1:3.92,5.33,11.95,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:37:28,605.0,1.02,4.04,11.9,1:3.97,5.39,13.96,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:37:40,495.0,1.02,4.05,11.8,1:3.97,5.46,12.19,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:37:53,611.0,1.02,4.04,11.9,1:3.97,5.47,13.97,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:38:05,619.0,1.02,4.04,11.9,1:3.94,5.4,14.13,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:38:16,623.0,1.03,4.04,11.8,1:3.93,5.57,14.16,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:38:27,649.0,1.01,4.04,11.9,1:3.98,5.42,14.75,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:38:38,636.0,1.02,4.04,11.9,1:3.95,5.47,14.45,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:38:50,563.0,1.02,4.04,11.9,1:3.97,5.55,13.19,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:39:02,595.0,1.02,4.04,11.8,1:3.96,5.47,13.81,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:39:13,536.0,1.03,4.04,11.8,1:3.92,5.36,12.79,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:39:25,571.0,1.02,4.05,11.8,1:3.96,5.38,13.35,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:39:37,546.0,1.02,4.05,11.8,1:3.98,5.4,12.94,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:39:50,648.0,1.03,4.05,11.8,1:3.94,5.49,14.68,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:40:02,548.0,1.04,4.04,11.8,1:3.90,5.55,12.96,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:40:14,600.0,1.02,4.04,11.9,1:3.95,5.5,13.74,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:40:27,516.0,1.01,4.04,11.9,1:3.99,5.29,12.49,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:40:41,639.0,1.02,4.04,11.9,1:3.96,5.4,14.55,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:40:53,627.0,1.02,4.04,11.9,1:3.97,5.45,14.35,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:41:06,614.0,1.03,4.04,11.8,1:3.92,5.47,14.06,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:41:18,704.0,1.02,4.04,11.9,1:3.96,5.46,15.7,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:41:30,531.0,1.02,4.06,11.8,1:3.96,5.35,12.69,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:41:42,553.0,1.02,4.04,11.9,1:3.95,5.42,13.08,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:41:55,592.0,1.02,4.04,11.9,1:3.97,5.47,13.63,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:42:07,565.0,1.02,4.06,11.8,1:3.96,5.32,13.12,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:42:18,491.0,1.02,4.04,11.9,1:3.98,5.54,12.01,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:42:30,615.0,1.02,4.04,11.9,1:3.96,5.43,14.17,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:42:41,582.0,1.02,4.04,11.9,1:3.95,5.42,13.43,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:42:52,585.0,1.02,4.04,11.9,1:3.96,5.43,13.54,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:43:04,611.0,1.02,4.04,11.9,1:3.96,5.37,14.03,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:43:16,587.0,1.02,4.04,11.8,1:3.95,5.46,13.56,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:43:28,560.0,1.02,4.04,11.9,1:3.97,5.46,13.25,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:43:40,674.0,1.02,4.04,11.9,1:3.95,5.63,15.14,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:43:53,581.0,1.03,4.04,11.8,1:3.93,5.38,13.54,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:44:06,579.0,1.03,4.04,11.8,1:3.92,5.43,13.46,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:44:19,571.0,1.03,4.05,11.8,1:3.93,5.39,13.3,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:44:31,604.0,1.02,4.04,11.9,1:3.98,5.45,13.94,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:44:44,634.0,1.03,4.04,11.8,1:3.92,5.37,14.41,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:44:57,528.0,1.02,4.05,11.8,1:3.97,5.41,12.71,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:45:09,632.0,1.02,4.04,11.9,1:3.97,5.44,14.38,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:45:21,588.0,1.03,4.04,11.8,1:3.93,5.47,13.65,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:45:34,540.0,1.02,4.04,11.9,1:3.97,5.36,12.83,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:45:47,650.0,1.01,4.04,11.9,1:4.00,5.41,14.73,20.6,7.6,0.54,0.94,2.6,5.56,0.6
2024-11-24 22:46:00,653.0,1.02,4.04,11.9,1:3.96,5.43,14.69,20.6,7.6,0.54,0.94,2.6,5.56,0.6
